node,p_I,p_S,p_R
0,0.0024146655655766587,0.9965264652807827,0.0010588691536406384
1,0.0007259369204969525,0.9985257177281872,0.0007483453513158355
2,0.0006795512957467592,0.9992111400216104,0.00010930868264286294
3,0.0029811815317535013,0.9955153906436063,0.0015034278246402193
4,0.007293828286621104,0.9903964899688116,0.0023096817445673185
5,0.004617057047926253,0.9944324614794177,0.000950481472656085
6,0.007953763056413002,0.9909591450219586,0.00108709192162841
7,0.005110252783795946,0.9936131460491973,0.0012766011670067947
8,0.001020929893069595,0.9989240283696613,5.504173726908419e-05
9,0.007281824533914542,0.9914159311840272,0.0013022442820583029
10,0.0026856072729232326,0.9966004909415163,0.0007139017855605081
11,0.0032931751086656144,0.9956238022350332,0.001083022656301168
12,0.002695407477314402,0.9964706270908257,0.0008339654318599199
13,0.00232398330215184,0.9968439541004499,0.0008320625973982572
14,0.0021879073845200215,0.9970772154506673,0.0007348771648126806
15,0.009814635077410393,0.9726812699211878,0.017504095001401855
16,0.01067960309855847,0.9882280984485678,0.0010922984528736821
17,0.003297557633441712,0.9951819909540315,0.001520451412526807
18,0.039934070070542824,0.953492553217733,0.006573376711724216
19,0.014032548249735712,0.9825379451566196,0.003429506593644658
20,0.010154460746555398,0.9870159985660873,0.0028295406873572525
21,0.013471968460604736,0.9831359676149234,0.0033920639244718748
22,0.005472086717343467,0.9936256497260918,0.0009022635565647361
23,0.005990820231221413,0.9924796125118095,0.0015295672569690926
24,0.00460450653612113,0.9924365462747617,0.002958947189117126
25,0.0010249622545130104,0.9981422607361146,0.000832777009372428
26,0.011026157462715585,0.9872228216247032,0.0017510209125812097
27,0.015578548724931548,0.9781468162003353,0.006274635074733173
28,1.0,0.0,0.0
29,0.006179406971671119,0.991690777027455,0.002129816000873875
30,0.0064336179702863434,0.9924457965250374,0.001120585504676263
31,0.0025849058556696794,0.9965651631586475,0.0008499309856828051
32,0.0039098710400423935,0.9935418812116148,0.002548247748342809
33,0.0004144542503804579,0.9987301941060645,0.0008553516435550916
34,0.0033500494908228146,0.9955709815393045,0.0010789689698727295
35,0.0013653484862322766,0.9973975553747234,0.0012370961390443132
36,0.000657596538164097,0.9986272238971057,0.0007151795647302271
37,0.0007620984021706694,0.9984519551271378,0.0007859464706915282
38,0.1090408137915716,0.8467097416656311,0.04424944454279734
39,0.016299024251005517,0.9785592360672101,0.005141739681784411
40,0.021333733949040964,0.9741847187666824,0.0044815472842765925
41,0.007389944432361548,0.9911009429519725,0.0015091126156659656
42,0.012570229735679908,0.9810285986148659,0.006401171649454183
43,0.005267406174559849,0.9935802059580069,0.001152387867433261
44,0.0017315149732503035,0.9964565954649531,0.0018118895617965645
45,0.005101364853146217,0.9934224109197011,0.0014762242271527124
46,0.006608795489269287,0.9914751873852748,0.001916017125455865
47,0.03367485799001622,0.9615528689840126,0.004772273025971184
48,0.004225214354266417,0.9949321984514153,0.0008425871943182435
49,0.010261236435681612,0.9881796883937463,0.0015590751705721294
50,0.012473608636851104,0.9826288845638459,0.0048975067993030025
51,0.014763863157356392,0.9805580418939905,0.004678094948653068
52,0.00489784863991183,0.9940477247969247,0.0010544265631634558
53,0.00227505481877919,0.9970353991013141,0.0006895460799066973
54,0.004304847909728129,0.9947084829741937,0.0009866691160781956
55,0.004323787089219342,0.993929960777869,0.0017462521329116654
56,0.00914576923249297,0.9892162977679547,0.0016379329995523078
57,0.004238082875026376,0.9943394532638251,0.0014224638611485116
58,0.0066690748331003046,0.9922515942763183,0.0010793308905814353
59,0.0024751271044078003,0.9970679310020496,0.00045694189354259846
60,0.009935759675093957,0.9883108776860697,0.0017533626388363105
61,0.00806638673403722,0.990346076111615,0.0015875371543478205
