node,score
834,250000
1095,250000
2051,250000
5896,250000
7855,250000
8611,250000
43,240000
200,240000
299,240000
838,240000
2700,240000
5797,240000
6709,240000
7008,240000
7335,240000
7736,240000
356,230000
944,230000
988,230000
2333,230000
4230,230000
5342,230000
7884,230000
316,220000
2124,220000
4418,220000
5678,220000
7268,220000
9012,220000
9667,220000
840,210000
1200,210000
3534,210000
4232,210000
7007,210000
8632,210000
230,200000
2419,200000
4036,200000
9627,200000
5204,190000
6254,190000
624,180000
7715,180000
2523,170000
3817,170000
4392,170000
7922,170000
174,160000
2594,160000
3961,160000
6591,160000
8765,160000
8212,150000
8283,140000
9370,140000
301,130000
1881,120000
3050,120000
3707,120000
4720,70000
9416,70000
99,60000
2807,30000
300,85
7417,79
3498,74
1813,72
2095,68
921,63
1886,63
7009,61
2342,59
3974,59
1446,58
8952,58
7006,55
869,54
3052,54
6611,54
7459,54
7744,54
1618,53
2761,53
837,52
839,52
3923,52
7010,52
6091,51
2668,50
3328,50
4041,50
9367,50
1882,49
7447,49
7150,48
856,47
4802,47
5636,46
1106,45
3286,45
3353,45
5292,45
7919,45
8367,45
389,44
5453,44
8152,44
106,41
6710,41
6982,41
4035,40
7498,40
824,39
2211,38
2355,37
5343,37
9186,37
4512,36
9496,36
9629,36
9953,36
806,35
1427,35
2927,35
3856,35
8511,35
9173,35
9376,35
4693,34
7164,34
8159,34
8828,34
2276,33
2326,33
2376,33
4447,33
4880,33
7406,33
7889,33
982,32
3028,32
4670,32
5559,32
6714,32
7520,32
7576,32
7682,32
9163,32
9632,32
9769,32
328,31
996,31
2501,31
2863,31
3962,31
3999,31
4200,31
7530,31
7537,31
7812,31
7894,31
8816,31
205,30
945,30
968,30
1494,30
1663,30
2978,30
3079,30
3252,30
3462,30
4114,30
4129,30
4145,30
4209,30
5027,30
5039,30
6139,30
6309,30
7272,30
8633,30
8856,30
9048,30
1076,29
1437,29
1884,29
2631,29
2696,29
3039,29
3268,29
3305,29
3501,29
3504,29
3611,29
3984,29
4226,29
4293,29
4841,29
4913,29
5209,29
5722,29
7220,29
7640,29
7781,29
7782,29
7885,29
8431,29
8443,29
8527,29
8709,29
8806,29
8998,29
9081,29
9519,29
9530,29
9666,29
353,28
378,28
625,28
833,28
1034,28
2346,28
2720,28
2950,28
2971,28
3003,28
3708,28
4225,28
4246,28
4391,28
4546,28
4662,28
4719,28
4915,28
5443,28
5452,28
5488,28
5798,28
6251,28
6789,28
6796,28
6843,28
6936,28
7714,28
8213,28
8269,28
8654,28
8732,28
8790,28
8938,28
9317,28
9468,28
9628,28
100,27
101,27
176,27
229,27
231,27
417,27
472,27
626,27
946,27
1054,27
1094,27
1184,27
1201,27
1202,27
1482,27
1806,27
1885,27
2050,27
2121,27
2332,27
2348,27
2361,27
3532,27
3960,27
4671,27
5155,27
5290,27
5787,27
5817,27
5823,27
5898,27
5899,27
6394,27
6994,27
7336,27
7337,27
7384,27
8214,27
8560,27
8612,27
8814,27
9255,27
9368,27
9415,27
9417,27
9495,27
9626,27
9921,27
44,26
136,26
173,26
175,26
228,26
354,26
355,26
567,26
623,26
895,26
947,26
989,26
1146,26
1199,26
1355,26
1397,26
1411,26
1768,26
1805,26
1814,26
1883,26
1897,26
1923,26
1969,26
2123,26
2173,26
2232,26
2418,26
2522,26
2578,26
2699,26
2806,26
3051,26
3062,26
3533,26
3535,26
3709,26
3710,26
3814,26
3963,26
4227,26
4228,26
4229,26
4231,26
5076,26
5283,26
5464,26
5679,26
5774,26
5778,26
5897,26
5987,26
6252,26
6253,26
6255,26
6256,26
6296,26
7217,26
7716,26
7735,26
7784,26
7856,26
7914,26
7920,26
7921,26
8215,26
8265,26
8634,26
8635,26
8766,26
9369,26
211,25
428,25
1023,25
1026,25
1111,25
1203,25
1399,25
1555,25
1643,25
1716,25
1777,25
1966,25
2231,25
2255,25
2506,25
3042,25
4770,25
4783,25
5106,25
5146,25
5348,25
5364,25
5410,25
5908,25
5953,25
6583,25
6646,25
6776,25
7264,25
7560,25
8185,25
8404,25
8587,25
8705,25
9570,25
9616,25
480,24
671,24
802,24
1242,24
1331,24
1601,24
