node,p_I,p_S,p_R
0,0.0019408769303592777,0.9972703122249023,0.0007888108447384666
1,0.0002115263957187069,0.9992595624899901,0.0005289111142911435
2,0.00013088481273781116,0.9998534567200092,1.565846725294063e-05
3,0.0027541981638563528,0.9965895932513434,0.0006562085848002054
4,0.0018563390009109877,0.9975148935755989,0.0006287674234901525
5,0.0197637646970668,0.9781647244806071,0.002071510822326105
6,0.010517314786627839,0.9888508364815249,0.0006318487318472186
7,0.004233753368359568,0.9947286763981954,0.0010375702334450322
8,0.05735040596655247,0.9280343749574111,0.014615219076036383
9,0.0031546470888836843,0.9959617855659368,0.0008835673451794747
10,0.001736070804712731,0.9967004777998614,0.001563451395425896
11,0.001314990795370304,0.998070830036061,0.0006141791685686886
12,0.001882303465354241,0.9972298363588348,0.0008878601758109834
13,0.0013206719401271448,0.9978615386151325,0.0008177894447403622
14,0.0023841230940696454,0.997206846819368,0.00040903008656235657
15,0.03141628178377391,0.9264187918287963,0.042164926387429816
16,0.007002339414451697,0.9919163620863368,0.0010812984992114812
17,0.0013951931859572317,0.9980485632664085,0.0005562435476343177
18,0.013993951332391806,0.9810826804907701,0.004923368176838118
19,0.0020720424960341804,0.9973120501090112,0.0006159073949545699
20,0.005270818566628083,0.9906869731905527,0.0040422082428192615
21,0.01885803566858824,0.9739862181812499,0.007155746150161897
22,0.0031248719239228588,0.9964328106864982,0.00044231738957889173
23,0.003925261678144647,0.9943193977341857,0.0017553405876697022
24,0.0030583228072166447,0.9947821761639853,0.002159501028798012
25,0.0006284999810310976,0.9992720159205664,9.94840984025435e-05
26,0.003980346387069863,0.9951834574556877,0.0008361961572424339
27,0.03198875752387127,0.9552440324152435,0.012767210060885253
28,0.011944621253218247,0.9807385843749303,0.007316794371851419
29,0.03400312890180031,0.9534815720018133,0.01251529909638642
30,0.00609684170523732,0.9912206441405561,0.0026825141542065733
31,0.003626397560944964,0.9950933211221931,0.001280281316861972
32,0.0018304254705833382,0.9979198148547079,0.00024975967470873014
33,0.0003143011608937443,0.998943125314205,0.0007425735249012175
34,0.006531864588642892,0.9918803330708799,0.001587802340477247
35,0.000535316283270297,0.9991996406540546,0.0002650430626750592
36,0.0003180832789517428,0.9992056835771073,0.00047623314394099514
37,0.0021812941119042123,0.997361623325137,0.0004570825629587842
38,0.01784357962746676,0.9765937563248621,0.005562664047671122
39,0.023505448246925426,0.9682372591106833,0.008257292642391317
40,0.0033872190968438068,0.9957391463247092,0.0008736345784470254
41,0.0011382758147944626,0.9987330248087005,0.00012869937650501713
42,0.0002780200475931085,0.998818714212636,0.0009032657397708752
43,0.9405870330821677,0.0,0.05941296691783227
44,0.027020817750142354,0.9703039838869576,0.002675198362900046
45,0.001535325104805676,0.9982458206875151,0.00021885420767921767
46,0.0030947000676215795,0.996717824106792,0.00018747582558642644
47,0.01966805720024848,0.9788288886141435,0.0015030541856079984
48,0.001656098342410456,0.9979548939474713,0.00038900771011826635
49,0.019717042911683358,0.9778833423697076,0.002399614718609
50,0.0034196918734894343,0.9951708449793465,0.0014094631471640742
51,0.007313883872128424,0.991424828958519,0.0012612871693525533
52,0.004966519148621947,0.9935373793447165,0.0014961015066615212
53,0.0008289645999820393,0.9987279537269446,0.000443081673073399
54,0.0012833530649634388,0.9981069179108006,0.0006097290242359217
55,0.0031422177748939967,0.9953704803550961,0.0014873018700098822
56,0.00559405125388871,0.9933638471260309,0.0010421016200804164
57,0.0016391628722792198,0.9976826442681607,0.0006781928595601124
58,0.0014186408613145742,0.9981949019436994,0.00038645719498600606
59,0.0004267796757765165,0.9995354290343129,3.7791289910566844e-05
60,0.001639410796569333,0.9974274078861214,0.0009331813173092805
61,0.000981277100786063,0.9988721575055055,0.0001465653937084277
62,0.006331525055869148,0.9921686593908149,0.0014998155533159634
63,0.003089777455180751,0.9946773785240617,0.0022328440207575653
64,0.022180839646549554,0.9715736068999875,0.006245553453462939
65,0.0017429155286263313,0.9976065431062296,0.0006505413651440201
66,0.003465238765710375,0.9953727500999953,0.001162011134294362
67,0.003150786114921459,0.9953696890725094,0.001479524812569096
68,0.0006381108473726622,0.9992426980537125,0.00011919109891487417
69,0.0034254805195583515,0.9955500594422748,0.0010244600381668334
70,0.004595388280496018,0.993952048004516,0.0014525637149880063
71,0.0025727473595267046,0.996998788148162,0.0004284644923112879
72,0.03251041127874441,0.9610241070122285,0.0064654817090270735
73,0.014811640470779215,0.981451570197142,0.0037367893320787637
74,0.0024285120702489844,0.9971523670358892,0.00041912089386185133
75,0.000978932014798079,0.9987833901092403,0.00023767787596158874
76,0.0004818034931039567,0.9993297115403338,0.0001884849665622562
77,0.0034949183317644268,0.9949319148020555,0.0015731668661801228
78,0.0007712807178859684,0.9986718412197954,0.0005568780623186784
79,0.011760108455290842,0.9857069260650838,0.002532965479625349
80,0.0014081952277542177,0.9982004718405104,0.0003913329317353652
81,0.002883176729101969,0.9960136211259324,0.00110320214496564
82,0.002519081970270759,0.9970134518811651,0.00046746614856416047
83,0.0217562653752024,0.9742912743113827,0.003952460313414861
84,0.0028351035107833053,0.9939050400202354,0.0032598564689813084
85,0.001278343561736324,0.9983162619717242,0.0004053944665394923
86,0.0031052297909822165,0.9963102307123796,0.0005845394966382206
87,0.0005730300083187852,0.9992544500064692,0.00017251998521204
88,0.0012709339803096118,0.9984291500551424,0.00029991596454795446
89,0.0007906408193791881,0.9991611326930255,4.822648759527863e-05
90,0.0009094562406446378,0.9988232617057307,0.00026728205362470383
91,0.0008733020306099037,0.9985264377808512,0.0006002601885389459
92,0.0031237925517657835,0.9957153581017565,0.0011608493464777298
93,0.0052858617518254224,0.9920555085451543,0.0026586297030202362
94,0.06806951157018315,0.9222603993567887,0.009670089073028135
95,0.7811606907112015,0.0,0.21883930928879847
96,0.053431152438758206,0.9392920497534447,0.007276797807797079
97,0.009833212977248797,0.9885355635061425,0.001631223516608737
98,0.0038613605707727844,0.9912240353288905,0.004914604100336742
99,0.3152193614300317,0.2577546562861335,0.4270259822838348
100,0.2536630314910212,0.0,0.7463369685089788
101,0.12338936662422094,0.80351932169185,0.07309131168392903
102,0.0008346632984360517,0.9989726482801897,0.00019268842137422487
103,0.0012919550882887188,0.9983272727116869,0.00038077220002441736
104,0.0024472080514443043,0.9971856183327256,0.00036717361583013053
105,0.00127647069647916,0.9984075743526166,0.0003159549509042175
106,0.023425166248304014,0.9746344156787576,0.001940418072938348
107,0.003039720410180558,0.9957797044598039,0.0011805751300155373
108,0.0706509277001479,0.9000044127014796,0.02934465959837253
109,0.007860002908577832,0.9854267074625298,0.0067132896288923626
110,0.021974616834554643,0.9761421754085573,0.001883207756888057
111,0.012359398484348895,0.9862488406060594,0.0013917609095916651
112,0.0028966026992991566,0.9961683126432942,0.0009350846574066472
113,0.0018560414604396893,0.9966210390466835,0.0015229194928767784
114,0.0008150612168054567,0.9984135302244372,0.0007714085587573032
115,0.007877469290190267,0.9916844917508083,0.00043803895900142685
116,0.0012143679812175018,0.9985367324535374,0.0002488995652451414
117,0.0010838085521834157,0.9980276683620501,0.0008885230857664378
118,0.00432930738614116,0.9903992153558504,0.005271477258008436
119,0.024323277046755205,0.971086107494125,0.004590615459119745
120,0.020980606227782122,0.9749773184663048,0.004042075305913125
121,0.002471909493862871,0.996249571274538,0.0012785192315991803
122,0.0004413213076724219,0.9991912950625672,0.0003673836297603696
123,0.006556331313805833,0.9908507306808986,0.002592938005295594
124,0.001799064725222376,0.997478390630953,0.0007225446438246194
125,0.00034220595670116815,0.99918082531086,0.00047696873243877725
126,9.452956496916134e-05,0.9998867906139807,1.867982105016928e-05
127,0.0037833735951711346,0.9955936087568298,0.000623017647999081
128,0.010567142417025045,0.9864817166946864,0.0029511408882885275
129,0.004893300294111688,0.9927936058245134,0.0023130938813749422
130,0.028199475819866655,0.9654821953856942,0.006318328794439104
131,0.010336849954844634,0.9812270292548162,0.00843612079033917
132,0.002849500340083944,0.9959716586946109,0.0011788409653051496
133,0.005991328818602952,0.9833984664418615,0.010610204739535585
134,0.0028930334920224212,0.9954795628020753,0.0016274037059022992
135,0.004239215465444271,0.992090341840992,0.0036704426935637437
136,0.022422380447113793,0.9752098179139914,0.0023678016388947913
137,0.0006873552537723127,0.9991785922231384,0.00013405252308925863
138,0.0021017226891586237,0.9975827007419347,0.0003155765689067068
139,0.00790587465134197,0.9906855620177765,0.0014085633308815637
140,0.002604697148127698,0.9970692396107812,0.00032606324109110257
141,0.0013268405465910575,0.9979668083776678,0.000706351075741118
142,0.0016155195232245858,0.996859688725838,0.0015247917509374474
143,0.003283021689871892,0.9947620711420182,0.0019549071681099076
144,0.002175232371494679,0.9972551109188216,0.0005696567096837464
145,0.027055102037386,0.9669416252427672,0.006003272719846834
146,0.004332369147306565,0.9946124370143202,0.0010551938383732075
147,0.0016043161849416956,0.9981784370800054,0.0002172467350528837
148,0.00018849543235487077,0.9990007619054708,0.0008107426621743049
149,0.0018275622075309833,0.9975221358734164,0.0006503019190525899
150,0.001070159682897654,0.9987363445990767,0.00019349571802567078
151,0.013145787739861374,0.9781828424751381,0.008671369785000533
152,0.0015273372021392781,0.997762502965247,0.0007101598326136774
153,0.0021428502411166466,0.9972076180001643,0.0006495317587190227
154,0.002346879204814017,0.9963598542735851,0.001293266521600895
155,0.007191394098185807,0.9852740507326092,0.007534555169204985
156,0.019834924922931214,0.9778483648852747,0.0023167101917940715
157,0.0008745387421690235,0.9987491394401652,0.00037632181766578636
158,0.00102081727363119,0.9987201668891267,0.0002590158372421284
159,0.00018187608419335677,0.9997998308310102,1.8293084796437656e-05
160,0.003390185987516777,0.9957430277372252,0.0008667862752579946
161,0.003989741976298306,0.9950887246780196,0.0009215333456821292
162,0.0008270511090456554,0.9988824790011508,0.00029046988980355306
