node,score
0,350000
382,350000
540,350000
560,350000
711,350000
738,350000
825,350000
918,350000
1058,350000
1264,350000
1292,350000
1573,350000
1766,350000
1942,350000
1986,350000
2244,350000
2250,350000
2738,350000
2759,350000
2967,350000
3155,350000
3971,350000
4231,350000
4455,350000
4491,350000
5150,350000
5353,350000
5706,350000
5941,350000
6057,350000
6223,350000
6679,350000
6728,350000
6763,350000
6769,350000
6812,350000
7000,350000
7193,350000
7198,350000
7504,350000
7564,350000
7770,350000
7939,350000
8030,350000
8207,350000
8241,350000
8653,350000
8853,350000
9034,350000
9108,350000
9480,350000
9611,350000
9643,350000
9742,350000
9767,350000
587,340000
708,340000
762,340000
986,340000
1009,340000
1198,340000
1218,340000
1315,340000
2047,340000
2148,340000
2299,340000
3284,340000
3316,340000
3349,340000
3363,340000
3587,340000
3923,340000
4518,340000
4529,340000
4666,340000
4678,340000
4782,340000
4841,340000
4971,340000
5567,340000
5660,340000
5711,340000
5949,340000
6113,340000
6375,340000
6599,340000
6845,340000
6919,340000
7151,340000
7233,340000
7242,340000
7353,340000
7431,340000
7566,340000
7835,340000
7856,340000
8711,340000
9512,340000
9574,340000
9650,340000
9804,340000
9952,340000
80,330000
474,330000
695,330000
1048,330000
1725,330000
2073,330000
2234,330000
2393,330000
2734,330000
2763,330000
3851,330000
4659,330000
4779,330000
5025,330000
6158,330000
6180,330000
6322,330000
6724,330000
7696,330000
7825,330000
8024,330000
8071,330000
8079,330000
8163,330000
8232,330000
8458,330000
8741,330000
9435,330000
294,320000
1204,320000
1300,320000
1524,320000
2017,320000
2259,320000
2435,320000
2466,320000
2927,320000
3032,320000
3328,320000
3762,320000
3843,320000
3844,320000
4119,320000
4628,320000
4803,320000
4925,320000
5362,320000
5405,320000
5763,320000
7004,320000
7086,320000
7503,320000
7620,320000
7660,320000
7789,320000
8105,320000
8202,320000
8453,320000
8466,320000
8630,320000
8651,320000
8842,320000
9031,320000
9145,320000
9205,320000
9349,320000
9415,320000
9418,320000
9459,320000
9863,320000
36,310000
205,310000
383,310000
416,310000
740,310000
752,310000
842,310000
1183,310000
1222,310000
1442,310000
1638,310000
1710,310000
1805,310000
1952,310000
2125,310000
2859,310000
3481,310000
3639,310000
3643,310000
3667,310000
4106,310000
5085,310000
5206,310000
5290,310000
6241,310000
6345,310000
6881,310000
6955,310000
6960,310000
6973,310000
7134,310000
7140,310000
