node,p_I,p_S,p_R
0,1.0,0.0,0.0
1,0.08572939457429211,0.9011336155415927,0.013136989884115227
2,0.004343719929651176,0.9941326465420967,0.00152363352825217
3,0.034763574337138024,0.9549869083853865,0.010249517277475506
4,0.047123662183572786,0.9409560074875905,0.011920330328836763
5,0.10857651393256545,0.8664377657465753,0.02498572032085928
6,0.0831005790822417,0.895536654357926,0.021362766559832356
7,0.05482339840833693,0.9295593997173598,0.015617201874303276
8,0.2939590234155661,0.6156415383096904,0.09039943827474349
9,0.018691137787691194,0.9777518079978857,0.0035570542144230614
10,0.3303768923929721,0.5568055228882023,0.11281758471882562
11,0.07453058736290422,0.9077498547546746,0.017719557882421154
12,0.04611243151035538,0.9416598253839363,0.012227743105708285
13,0.04482891785030044,0.9409459602103266,0.014225121939372951
14,0.04559715238125195,0.944255379583337,0.010147468035410997
15,0.04222372751688533,0.8886861413378851,0.06909013114522952
16,0.022506930131760073,0.9708980091378718,0.006595060730368095
17,0.10636773452040683,0.8512374555423694,0.04239480993722376
18,0.10498616427659686,0.8793999255358574,0.01561391018754569
19,0.01831552975190284,0.9784729232543596,0.003211546993737521
20,0.10046183546997925,0.8792104391830207,0.02032772534700009
21,0.09571818867993144,0.8808753031660509,0.023406508154017666
22,0.03739473907067322,0.9561236253439701,0.006481635585356671
23,0.06993694709651972,0.9062256845963796,0.023837368307100634
24,0.08555348145547953,0.8993223722344115,0.015124146310109006
25,0.01132150037327741,0.9873443324662803,0.0013341671604423055
26,0.07779298464226335,0.8902094605436575,0.03199755481407919
27,0.08979082192933951,0.8868181468812278,0.023391031189432636
28,0.08377895441556216,0.8793654388803335,0.03685560670410437
29,0.08158697308699342,0.8995570703034013,0.018855956609605314
30,0.05582635478517192,0.9255859193199847,0.018587725894843393
31,0.06829782246990156,0.9080315815359438,0.023670595994154678
32,0.010506090925065572,0.9854288932992196,0.004065015775714861
33,0.00510616421539732,0.9933495863051507,0.0015442494794519908
34,0.07549868314904315,0.9067986420296257,0.017702674821331178
35,0.008761740674389175,0.9887925181623157,0.0024457411632950996
36,0.8058414149429292,0.0,0.19415858505707081
37,0.1327069472768219,0.8306728034995273,0.036620249223650786
38,0.05499910784005882,0.9337582581313734,0.011242634028567816
39,0.1025420722355925,0.8686656184852425,0.028792309279165016
40,0.10334206483330854,0.8715331580119515,0.02512477715473993
41,0.09039553698158284,0.8917094743840259,0.017894988634391228
42,0.009711777418541186,0.9864690735471315,0.003819149034327278
43,0.08757678968557271,0.8863207890584561,0.02610242125597116
44,0.01896884782596339,0.9733030173934613,0.0077281347805753554
45,0.06675605141134726,0.9202415764886778,0.013002372099974971
46,0.07362546653063799,0.9100677278632123,0.01630680560614968
47,0.07171897418097464,0.9012233201454934,0.02705770567353192
48,0.04379790244526498,0.9471922641977532,0.009009833356981873
49,0.21624501459217957,0.7433093940611375,0.04044559134668294
50,0.18067351013159963,0.7662015941258035,0.053124895742596906
51,0.06749738265826496,0.9157802648089037,0.016722352532831296
52,0.1289352702903863,0.823342008088262,0.04772272162135175
53,0.037194007869137555,0.9565919906588488,0.006214001472013633
54,0.06108387282371844,0.9329169451264241,0.005999182049857471
55,0.09662910770531113,0.8773518787704884,0.026019013524200496
56,0.0949184239941412,0.8792611342792603,0.02582044172659846
57,0.08000010016561072,0.9007747386428481,0.019225161191541208
58,0.11209440260166917,0.8707888609051522,0.01711673649317865
59,0.11726631242292501,0.8615339426204378,0.021199744956637182
60,0.030360025675300058,0.9625867971312637,0.007053177193436228
61,0.00999477189496438,0.9886106879962633,0.0013945401087723382
62,0.0316932746777136,0.9618105330775577,0.006496192244728692
63,0.1507828903898117,0.8135172337836406,0.03569987582654768
64,0.05244157342767387,0.939409455610905,0.008148970961421082
65,0.031893346012681394,0.9625581070832703,0.0055485469040483315
66,0.19043646750251955,0.722013018585677,0.08755051391180343
67,0.09328981599302173,0.8886291096353565,0.01808107437162181
68,0.040692541342172026,0.949800947356026,0.00950651130180193
69,0.040652188554258215,0.9497434938867857,0.009604317558956089
70,0.12801672143654869,0.8498683843840017,0.022114894179449625
71,0.1060569230407466,0.8586330748911842,0.035310002068069175
72,0.13161212030403163,0.8441020501262055,0.024285829569762836
73,0.05202083430839587,0.9359329138115545,0.012046251880049605
74,0.10112516805832987,0.8795381449409568,0.019336687000713296
75,0.10310479671896058,0.8597649583354366,0.03713024494560276
76,0.036994016723664425,0.9508913630062441,0.012114620270091471
77,0.13207101796870382,0.7903460364197599,0.07758294561153631
78,0.1444101169202335,0.8317853716182954,0.023804511461471146
79,0.21751591420157843,0.7197124300956805,0.06277165570274104
80,0.8926080571910961,0.0,0.10739194280890385
81,0.2177971505924165,0.72333093380547,0.058871915602113516
82,0.050262033910545685,0.9387152224359852,0.011022743653469162
83,0.12911017702546645,0.8346874873854913,0.03620233558904228
84,0.14269262637299712,0.8218356756198381,0.03547169800716482
85,0.10906755361695777,0.872431108806008,0.018501337577034174
86,0.08833723552998249,0.8961339998293415,0.01552876464067602
87,0.021739663696859653,0.9736534402245105,0.004606896078629845
88,0.026167311710537964,0.9692153620549455,0.004617326234516519
89,0.059908046109908054,0.9231379254609112,0.01695402842918072
90,0.042865043674255456,0.9489572644509141,0.008177691874830438
91,0.03985493663209659,0.9497907229223671,0.01035434044553631
92,0.14458454937372028,0.8087284691999065,0.04668698142637323
93,0.09887201119471592,0.851004322032245,0.050123666773039116
94,0.14167403327374328,0.7733163708371209,0.08500959588913583
95,0.2678296028073238,0.0,0.7321703971926762
96,0.12967600363250248,0.7926484372190002,0.07767555914849729
97,0.057489829639180076,0.9254320785644591,0.017078091796360845
98,0.05965209885303907,0.9214999894583167,0.018847911688644248
99,0.0008772240279785182,0.0,0.9991227759720215
100,0.46279659272621865,0.31742493134005645,0.21977847593372493
101,0.12068169942233148,0.7774606511554705,0.10185764942219805
102,0.06765098977102306,0.9181844503090263,0.01416455991995065
103,0.09074338352856595,0.8943982009042258,0.014858415567208209
104,0.03897749831474141,0.955056903988717,0.005965597696541579
105,0.04114248155900468,0.9517039874176579,0.0071535310233373835
106,0.03465473892645385,0.9492154932400242,0.016129767833521963
107,0.05004098231987211,0.9416637934302239,0.008295224249904006
108,0.09026909508703596,0.8842585648790796,0.02547234003388444
109,0.016808767616162058,0.9795422679448653,0.003648964438972624
110,0.022423487982095536,0.9703730318831091,0.0072034801347953805
111,0.0653803474091755,0.9134693573059975,0.021150295284826953
112,0.008887781854207334,0.9877348873955704,0.0033773307502223057
113,0.021198400792441053,0.973638233188624,0.0051633660189349785
114,0.004012825667780992,0.9944152376207551,0.0015719367114638866
115,0.03138588347380088,0.9636931940688087,0.004920922457390415
116,0.06326821586673381,0.9215721560281608,0.015159628105105401
117,0.06524424136253246,0.9189175036917125,0.015838254945754998
118,0.23665944320776086,0.6950544354935396,0.06828612129869951
119,0.031899837294255426,0.9625190338417683,0.005581128863976285
120,0.0751197825798143,0.9021488871568267,0.02273133026335896
121,0.09770577479325061,0.8718911541813448,0.03040307102540461
122,0.027823489735215298,0.9682636794287491,0.003912830836035566
123,0.1740397758712524,0.7970965874727146,0.028863636656032983
124,0.036691727543914976,0.9553220513580326,0.007986221098052415
125,0.011151792422962867,0.9880327760595149,0.0008154315175222379
126,0.025217479334868845,0.9613623049907203,0.01342021567441087
127,0.24515841299113195,0.6627209529135928,0.09212063409527527
128,0.10893319099811277,0.8591959619142532,0.03187084708763405
129,0.20395100221616383,0.7361724016339191,0.05987659614991711
130,0.07590679232273531,0.9074966017599183,0.016596605917346376
131,0.01691364985408493,0.9812325974626607,0.001853752683254396
132,0.06260603466134432,0.9247713077911277,0.012622657547527984
133,0.18495408463682117,0.7216429843560435,0.09340293100713536
134,0.22295204104300131,0.7015627026100427,0.07548525634695598
135,0.2886300001623002,0.6209987358309984,0.09037126400670134
136,0.12360917287073614,0.8304580802291107,0.04593274690015315
137,0.02583182812564295,0.9653583853401378,0.008809786534219205
138,0.08883107554983259,0.8893816424996418,0.021787281950525608
139,0.03483423524356595,0.954592136693495,0.010573628062939088
140,0.10047353816650943,0.8729509772081071,0.026575484625383464
141,0.12068642700984338,0.8393904050029022,0.03992316798725444
142,0.02312373628327148,0.9683451437216428,0.0085311199950857
143,0.016236981882638415,0.9768364351135294,0.006926583003832229
144,0.0428556181303682,0.9473793422282217,0.009765039641410069
145,0.00969394359534549,0.9886717562006087,0.0016343002040458562
146,0.07979834160356215,0.8958465907385613,0.02435506765787653
147,0.13415810763614766,0.8402988856125917,0.025543006751260634
148,0.0041415876550161814,0.995548025801025,0.00031038654395884694
149,0.01318877334821248,0.9850530043149428,0.0017582223368447162
150,0.04376531094667503,0.9444343063096116,0.011800382743713408
151,0.09567850394057681,0.6737320819374929,0.2305894141219303
152,0.0327564443827075,0.9473499413915415,0.019893614225751
153,0.14246810874500704,0.8066203845292412,0.05091150672575173
154,0.09828450571391112,0.8664207593771939,0.035294734908895
155,0.12980691198576802,0.837098990062203,0.033094097952028965
156,0.1429321188231466,0.833792463455217,0.023275417721636424
157,0.020012748305612543,0.977102845438397,0.0028844062559904744
158,0.031920958473918286,0.9627331959893565,0.0053458455367252425
159,0.0034402864552346927,0.995683172200639,0.0008765413441263524
160,0.019531479082104012,0.9772367251263323,0.003231795791563683
161,0.07169547410546151,0.9165322978438298,0.011772228050708648
162,0.05178518949552942,0.9429116304818101,0.00530318002266043
163,0.04370483218980904,0.9470635746840318,0.009231593126159164
164,0.0517700719857776,0.9262416990033333,0.021988229010889097
165,0.2996520141803747,0.6356136080384202,0.06473437778120517
166,0.03891120835199821,0.9497375384582435,0.011351253189758295
167,0.24482270533078865,0.719372883355699,0.035804411313512294
168,0.06884335677051438,0.9041536104277261,0.02700303280175949
169,0.028747380347750026,0.9657578398166504,0.005494779835599554
170,0.15232175478726426,0.8113200918800396,0.036358153332696125
171,0.022743911467327804,0.9705713730612173,0.0066847154714548725
172,0.0685768726109971,0.9207612560276074,0.010661871361395518
173,0.5237641875709149,0.0,0.476235812429085
174,0.1899988733739084,0.6802015138502495,0.1297996127758421
175,0.2053283847926054,0.6950065978261981,0.09966501738119647
176,0.13969414212809728,0.7855497627793574,0.07475609509254533
177,0.031034288767479393,0.9626999552515886,0.00626575598093203
178,0.05995309750809727,0.9177202713268313,0.022326631165071414
179,0.26248056903481576,0.6859007386181485,0.05161869234703574
180,0.03204817250738823,0.9630290919277299,0.004922735564881873
181,0.10097111470004465,0.8709828442273039,0.028046041072651472
182,0.10093959523921436,0.8589343487371499,0.04012605602363572
183,0.07975025549175738,0.909312856157848,0.010936888350394667
184,0.010456583532424719,0.9879333260441218,0.001610090423453519
185,0.06738249879907635,0.9263548392901222,0.006262661910801458
186,0.03011932491005029,0.9637043501658937,0.006176324924055978
187,0.05301202231392775,0.9366214912658725,0.010366486420199788
188,0.09232242129402489,0.8877681194430946,0.019909459262880472
189,0.18006326602993492,0.7577941899771256,0.062142543992939524
190,0.07174902757402023,0.902565294418445,0.025685678007534754
191,0.11342727153927448,0.6547243165749494,0.23184841188577607
192,0.100881962737435,0.845486768111375,0.053631269151189986
193,0.017199231295603183,0.975254412694555,0.007546356009841778
194,0.08778737350908329,0.8822673679779399,0.029945258512976785
195,0.05816192238985048,0.9353341003702696,0.006503977239879865
196,0.058310063160373085,0.922526847361409,0.01916308947821792
197,0.0640704229512189,0.921875534987689,0.014054042061092061
198,0.05352596731158087,0.9307124360129733,0.01576159667544586
199,0.005182560848016127,0.9945449995423459,0.0002724396096379972
200,0.18378551436629836,0.48805918003239607,0.3281553056013055
201,0.04798604334425488,0.94114950757694,0.010864449078805074
202,0.13146128022564188,0.8392787015587326,0.029260018215625492
203,0.15062973312176225,0.7822737949724523,0.06709647190578545
204,0.130984820410402,0.8267552789451317,0.04225990064446634
205,0.7884164023880795,0.0,0.21158359761192053
206,0.17408636087502077,0.7606629793954115,0.06525065972956774
207,0.18440833830169268,0.7498867833482736,0.06570487835003368
208,0.2984904442405518,0.6077676251388742,0.09374193062057401
209,0.048284083364620714,0.9428227040493199,0.00889321258605939
210,0.06613171175297579,0.9234321782385458,0.01043611000847837
211,0.055199811496670026,0.918815149405301,0.02598503909802902
212,0.044949929007097746,0.9472438600360528,0.007806210956849491
213,0.12127690903033678,0.8408554610817895,0.03786762988787367
214,0.01786108659063906,0.9777954929629619,0.0043434204463990754
215,0.043494031394699255,0.9467526022907098,0.009753366314590959
216,0.12857163883214567,0.8368248412884737,0.03460351987938064
217,0.08067509184900161,0.898185452245127,0.021139455905871365
218,0.2982535822210348,0.6224072446608622,0.07933917311810301
219,0.15345413242908743,0.7973005515279046,0.04924531604300799
220,0.17914582988885086,0.7775658832924488,0.04328828681870035
221,0.17060184959602126,0.7893075576241966,0.04009059277978215
222,0.07405161222299059,0.9091584960786623,0.01678989169834713
223,0.11234069567662341,0.8574596914878285,0.030199612835548062
