node,score
0,350000
110,350000
540,350000
743,350000
825,350000
961,350000
1441,350000
1459,350000
1936,350000
2284,350000
2636,350000
2873,350000
3016,350000
3028,350000
3155,350000
3403,350000
3565,350000
3721,350000
3971,350000
4080,350000
4125,350000
4305,350000
4314,350000
4389,350000
4835,350000
4909,350000
5015,350000
5046,350000
5090,350000
5194,350000
5207,350000
5589,350000
5603,350000
5630,350000
5705,350000
5706,350000
5766,350000
5880,350000
5966,350000
6012,350000
6307,350000
6421,350000
6436,350000
6728,350000
6868,350000
7000,350000
7107,350000
7450,350000
7564,350000
7749,350000
7758,350000
7771,350000
7791,350000
7866,350000
8099,350000
8241,350000
8671,350000
8870,350000
9643,350000
9814,350000
197,340000
202,340000
587,340000
617,340000
986,340000
1009,340000
1266,340000
1625,340000
2044,340000
2380,340000
2402,340000
2456,340000
2545,340000
2742,340000
2850,340000
3183,340000
3284,340000
3361,340000
3455,340000
3587,340000
3597,340000
3797,340000
3957,340000
4463,340000
4518,340000
4534,340000
4782,340000
5235,340000
5427,340000
5435,340000
5492,340000
5567,340000
5983,340000
6467,340000
6534,340000
6587,340000
6599,340000
6931,340000
7151,340000
7353,340000
7596,340000
8702,340000
9329,340000
9392,340000
9409,340000
9804,340000
9844,340000
9883,340000
474,330000
854,330000
970,330000
1118,330000
1391,330000
1585,330000
2105,330000
2436,330000
2623,330000
2883,330000
2902,330000
3078,330000
3115,330000
3213,330000
3851,330000
3861,330000
4247,330000
4706,330000
4740,330000
4769,330000
5270,330000
6125,330000
6382,330000
6516,330000
7708,330000
7833,330000
7849,330000
7865,330000
8247,330000
8754,330000
8758,330000
8852,330000
9077,330000
9257,330000
9428,330000
9626,330000
9862,330000
9960,330000
103,320000
632,320000
860,320000
1407,320000
1524,320000
1544,320000
1775,320000
2017,320000
2435,320000
2533,320000
2949,320000
3381,320000
4383,320000
4450,320000
4609,320000
4813,320000
5580,320000
5763,320000
6664,320000
6727,320000
6924,320000
7086,320000
7290,320000
7508,320000
7535,320000
7537,320000
7735,320000
7789,320000
7854,320000
8105,320000
8446,320000
8651,320000
9031,320000
9066,320000
9145,320000
9147,320000
9651,320000
506,310000
1710,310000
2142,310000
2433,310000
2985,310000
3209,310000
3338,310000
3519,310000
3667,310000
4106,310000
4253,310000
5004,310000
5290,310000
5898,310000
6236,310000
6345,310000
6351,310000
7988,310000
8236,310000
8263,310000
8321,310000
8401,310000
8586,310000
8588,310000
8710,310000
8793,310000
8924,310000
8966,310000
9098,310000
9358,310000
9420,310000
9783,310000
686,300000
869,300000
1012,300000
1187,300000
1229,300000
1437,300000
1651,300000
1663,300000
1865,300000
2120,300000
2401,300000
3065,300000
3633,300000
3750,300000
3865,300000
4108,300000
4277,300000
6131,300000
6433,300000
6460,300000
7252,300000
7649,300000
7747,300000
7886,300000
8007,300000
8029,300000
8151,300000
8387,300000
8483,300000
8526,300000
8565,300000
9180,300000
9208,300000
9450,300000
9834,300000
9951,300000
129,290000
2374,290000
2626,290000
2781,290000
3162,290000
4194,290000
6497,290000
7015,290000
7567,290000
8108,290000
9174,290000
9255,290000
106,280000
626,280000
997,280000
1633,280000
1966,280000
2130,280000
4292,280000
5464,280000
6078,280000
6344,280000
6686,280000
7292,280000
8709,280000
8792,280000
8880,280000
9258,280000
9498,280000
259,270000
1273,270000
1649,270000
1842,270000
2308,270000
2464,270000
3214,270000
4051,270000
4322,270000
5897,270000
7006,270000
7405,270000
7717,270000
7932,270000
9032,270000
9857,270000
9949,270000
9995,270000
173,260000
1203,260000
1764,260000
2173,260000
3823,260000
3962,260000
6804,260000
7675,260000
384,250000
428,250000
998,250000
1083,250000
1095,250000
1569,250000
2397,250000
3471,250000
3559,250000
5484,250000
6224,250000
7814,250000
8611,250000
9549,250000
9987,250000
43,240000
299,240000
1393,240000
3224,240000
4341,240000
6357,240000
6607,240000
6897,240000
8083,240000
8583,240000
9559,240000
9766,240000
1650,230000
2295,230000
2386,230000
2778,230000
2835,230000
4230,230000
6029,230000
6753,230000
8136,230000
9316,230000
9630,230000
298,220000
1600,220000
1830,220000
5678,220000
6163,220000
8215,220000
389,210000
2342,210000
3963,210000
4232,210000
4838,210000
5155,210000
5482,210000
7670,210000
9586,210000
175,200000
6440,200000
9627,200000
624,180000
1481,180000
2861,180000
9367,180000
1618,170000
4425,170000
7220,170000
174,160000
2690,160000
2862,160000
5072,160000
5479,160000
1480,150000
1757,140000
5458,140000
732,130000
2355,130000
1881,120000
1882,90000
5502,90000
824,40000
996,276
5385,172
6917,169
7315,163
2612,158
9629,157
7563,155
683,154
1813,154
7104,150
9411,149
4675,148
995,147
2866,145
6815,145
3961,143
3974,141
6782,141
2956,138
8426,138
3521,137
6747,137
8152,137
8486,137
1647,136
7538,133
7575,132
9649,131
7686,130
7150,129
9769,129
3302,127
2437,126
7459,126
8265,126
9247,126
1442,125
1648,124
1754,124
6595,124
3611,123
5719,123
9369,123
6583,122
7790,122
3405,121
3798,121
5575,121
6498,121
622,120
2461,120
2950,120
3651,119
6297,119
4798,118
6334,118
1318,117
9570,117
4403,116
5117,116
7509,116
8543,116
2364,115
2622,115
5987,115
6216,115
2605,114
5973,114
7466,114
9796,114
433,113
2434,113
2906,113
3027,113
3970,113
9173,113
3579,112
5569,112
176,111
1626,111
1886,111
2868,111
9833,111
9952,111
873,110
3179,110
3863,109
8897,109
1652,108
4192,108
7009,108
8752,108
2192,107
4781,107
7275,106
7322,106
491,105
2095,105
5428,105
7510,105
4249,104
963,103
3453,103
7624,103
7993,103
8135,103
8713,103
2787,102
5195,102
6464,102
7191,102
8544,102
3216,101
7718,101
8806,101
9503,101
3011,100
4355,100
5005,100
9839,100
9919,100
293,99
610,99
789,99
2238,99
6117,99
6188,99
8511,99
8853,99
9842,99
1054,98
5488,98
8794,98
9390,98
1264,97
3388,97
3462,97
5743,97
8587,97
356,96
3989,96
4602,96
6751,96
7399,96
7780,96
8380,96
9683,96
539,95
2063,95
9560,95
99,94
241,94
618,94
863,94
1202,94
1482,94
1860,94
3196,94
4313,94
4321,94
4662,94
5166,94
7289,94
7299,94
7576,94
8940,94
712,93
1637,93
2286,93
4780,93
4913,93
5704,93
5718,93
6867,93
9953,93
2693,92
7284,92
7417,92
1476,91
6434,91
6859,91
1803,90
3814,90
4462,90
4698,90
6503,90
9429,90
2629,89
4013,89
5686,89
167,88
1515,88
1791,88
1883,88
2123,88
3125,88
3860,88
3923,88
4981,88
5226,88
6459,88
7240,88
391,87
392,87
558,87
1221,87
4190,87
5173,87
6269,87
6609,87
6816,87
7052,87
9628,87
9896,87
249,86
2449,86
6132,86
6394,86
6793,86
7674,86
731,85
760,85
2546,85
3586,85
3679,85
5234,85
5332,85
5472,85
6336,85
6611,85
6893,85
7356,85
8242,85
8424,85
8435,85
9001,85
136,84
1392,84
1888,84
1902,84
2006,84
2780,84
2929,84
6420,84
6990,84
7660,84
8027,84
8628,84
9034,84
9238,84
9762,84
133,83
300,83
1411,83
4342,83
6229,83
7738,83
8138,83
9092,83
10,82
204,82
709,82
1884,82
3062,82
3079,82
3087,82
3383,82
4739,82
4788,82
5439,82
5663,82
5900,82
7105,82
7133,82
7709,82
9717,82
507,81
973,81
1189,81
1852,81
1885,81
2255,81
3501,81
3634,81
3960,81
5291,81
5431,81
5483,81
7118,81
7389,81
7792,81
8584,81
8640,81
9859,81
785,80
1013,80
2595,80
3391,80
4053,80
4379,80
5494,80
6115,80
6591,80
7164,80
8149,80
8460,80
623,79
633,79
1098,79
1204,79
1395,79
1632,79
1643,79
1712,79
2694,79
3152,79
3328,79
3850,79
4209,79
4297,79
5938,79
7570,79
7919,79
8820,79
9611,79
9768,79
9959,79
625,78
1267,78
1844,78
2783,78
4079,78
4229,78
5039,78
5403,78
5899,78
6548,78
7073,78
7772,78
8562,78
9148,78
9370,78
9632,78
9950,78
510,77
802,77
926,77
1615,77
1773,77
2210,77
2571,77
2578,77
2782,77
3003,77
3165,77
3913,77
4129,77
4225,77
4519,77
5477,77
6724,77
7001,77
7285,77
8128,77
9035,77
9128,77
9690,77
417,76
1716,76
2348,76
2385,76
3182,76
3339,76
3818,76
3845,76
4135,76
4252,76
4418,76
4776,76
5629,76
5707,76
5761,76
6052,76
8067,76
8100,76
8205,76
8267,76
9033,76
102,75
207,75
575,75
735,75
916,75
1000,75
2073,75
2863,75
2900,75
3088,75
3382,75
3407,75
4557,75
5535,75
5896,75
6665,75
6729,75
7611,75
8362,75
9110,75
9819,75
208,74
596,74
855,74
957,74
1106,74
2480,74
2865,74
3824,74
4250,74
5069,74
6338,74
6427,74
7244,74
8847,74
8952,74
9153,74
9483,74
9884,74
104,73
210,73
999,73
1568,73
2132,73
2609,73
2779,73
3315,73
3524,73
4124,73
4398,73
5514,73
6053,73
6927,73
6973,73
7274,73
7291,73
7723,73
7821,73
8279,73
8316,73
8485,73
9171,73
9256,73
9749,73
105,72
350,72
519,72
1084,72
1394,72
1446,72
1968,72
2864,72
4768,72
5025,72
5791,72
5857,72
6091,72
6253,72
6435,72
8158,72
8283,72
9093,72
583,71
853,71
2542,71
3233,71
3703,71
3972,71
4953,71
5410,71
6574,71
6672,71
7640,71
7750,71
8409,71
8693,71
8727,71
8915,71
449,70
922,70
3380,70
3807,70
3906,70
4458,70
4480,70
4841,70
5051,70
7010,70
7297,70
7922,70
9315,70
9697,70
9761,70
628,69
651,69
2393,69
4546,69
5406,69
5882,69
5968,69
6450,69
6495,69
6592,69
6818,69
6928,69
8237,69
8348,69
8839,69
8942,69
9234,69
9376,69
27,68
345,68
1036,68
1405,68
1427,68
2159,68
2200,68
5314,68
5786,68
8473,68
9328,68
9759,68
9792,68
297,67
982,67
1128,67
3297,67
4111,67
4888,67
5611,67
5870,67
7688,67
7804,67
9030,67
9202,67
671,66
861,66
1029,66
1831,66
2121,66
2375,66
2635,66
3816,66
4109,66
4503,66
5134,66
5582,66
6293,66
7834,66
8593,66
9432,66
9462,66
9845,66
608,65
781,65
1087,65
2172,65
2729,65
3713,65
4267,65
5777,65
7128,65
8397,65
8608,65
9140,65
9271,65
9326,65
9608,65
9631,65
9858,65
440,64
3063,64
3558,64
3575,64
4378,64
4428,64
4512,64
4544,64
4783,64
4834,64
4855,64
4883,64
5209,64
7149,64
7534,64
7536,64
7684,64
8890,64
9190,64
9421,64
9430,64
9547,64
9810,64
1841,63
2051,63
2100,63
2706,63
3075,63
3450,63
4090,63
5202,63
5676,63
5806,63
6441,63
6734,63
8545,63
8869,63
9063,63
135,62
948,62
1074,62
1184,62
1806,62
2237,62
2322,62
2361,62
2736,62
3465,62
3626,62
3822,62
4330,62
4627,62
4709,62
5474,62
6085,62
6144,62
6679,62
7777,62
8212,62
8591,62
8698,62
211,61
365,61
496,61
515,61
1414,61
2059,61
2290,61
2476,61
2530,61
2591,61
2592,61
2967,61
3017,61
3763,61
4670,61
4965,61
5413,61
6725,61
7426,61
7653,61
8134,61
8322,61
8404,61
9024,61
9566,61
693,60
1159,60
1343,60
1573,60
2972,60
3052,60
3258,60
3806,60
4474,60
4515,60
5416,60
5946,60
5986,60
6312,60
6321,60
6837,60
6870,60
7407,60
7829,60
8457,60
8566,60
128,59
792,59
2250,59
2564,59
3072,59
3363,59
3466,59
3476,59
3604,59
4509,59
4642,59
5233,59
5389,59
5913,59
6058,59
6150,59
6319,59
6925,59
7736,59
8170,59
8186,59
8264,59
1001,58
2692,58
2858,58
3578,58
3958,58
4489,58
4608,58
5443,58
6352,58
6676,58
6740,58
6805,58
6913,58
7371,58
7855,58
8332,58
9144,58
9186,58
9876,58
80,57
616,57
796,57
921,57
978,57
1495,57
1697,57
1905,57
2245,57
2541,57
2613,57
3019,57
3029,57
3212,57
3356,57
3720,57
4707,57
5001,57
5080,57
5549,57
6178,57
6470,57
6636,57
6918,57
7242,57
7384,57
7769,57
8340,57
8672,57
9012,57
511,56
522,56
1016,56
1582,56
1768,56
1890,56
1983,56
2849,56
3025,56
3076,56
3194,56
4449,56
4610,56
4741,56
4861,56
5049,56
5272,56
5680,56
6332,56
6358,56
6756,56
7217,56
7251,56
7328,56
7484,56
7566,56
7663,56
7744,56
7956,56
8868,56
9357,56
9368,56
9897,56
9944,56
476,55
920,55
945,55
1174,55
1604,55
1837,55
1866,55
3173,55
3981,55
4583,55
4616,55
4678,55
4738,55
4827,55
4948,55
5199,55
6183,55
6565,55
6891,55
7205,55
8049,55
8266,55
8470,55
8534,55
8559,55
8595,55
8755,55
9318,55
9342,55
9561,55
9711,55
9989,55
385,54
1024,54
1644,54
1942,54
2396,54
2627,54
3020,54
3099,54
4126,54
4319,54
5075,54
5425,54
6020,54
6480,54
6535,54
6745,54
7020,54
7830,54
8497,54
8564,54
8567,54
8925,54
9071,54
9099,54
9644,54
9765,54
434,53
1018,53
1258,53
1351,53
1558,53
1777,53
1823,53
1854,53
1875,53
2013,53
2023,53
2077,53
2223,53
2927,53
3157,53
3193,53
3469,53
3510,53
3914,53
4075,53
4634,53
4641,53
4880,53
5043,53
5659,53
5820,53
6207,53
6303,53
6523,53
7120,53
7203,53
7651,53
7679,53
7840,53
8177,53
8390,53
8602,53
8775,53
8790,53
9791,53
9805,53
289,52
437,52
826,52
983,52
1073,52
1162,52
1396,52
1494,52
3163,52
3693,52
4258,52
4410,52
5236,52
5785,52
5988,52
6248,52
6381,52
