node,p_I,p_S,p_R
0,1.0,0.0,0.0
1,0.08878260408187127,0.8934484728470863,0.01776892307104244
2,0.0064597046515927296,0.9917785959311574,0.0017616994172499124
3,0.03470396678917549,0.9532268088025148,0.01206922440830975
4,0.08962963382485614,0.8768909870177581,0.033479379157385726
5,0.03384970063459819,0.9581413215115656,0.0080089778538362
6,0.03792606419868691,0.950537714236283,0.011536221565030116
7,0.11053057628944421,0.845190884216311,0.044278539494244845
8,0.34682611590407547,0.3821068691121522,0.27106701498377234
9,0.04599083869738779,0.9465941274852141,0.007415033817398109
10,0.6311345090704084,0.0,0.3688654909295917
11,0.0777818622056023,0.8928737514146117,0.02934438637978602
12,0.11973261592086107,0.8465107084119814,0.03375667566715753
13,0.08696916345965228,0.8907730205436559,0.022257815996691792
14,0.07670399219907922,0.9015740910819211,0.021721916718999673
15,0.08786726746754665,0.8859015284329065,0.02623120409954686
16,0.021019663583121913,0.9655087682921376,0.013471568124740478
17,0.09870673826792901,0.8478646128139382,0.05342864891813277
18,0.12491714856764433,0.8188828881398162,0.05619996329253943
19,0.02343702499620931,0.9697575501304764,0.006805424873314314
20,0.05570880139825082,0.925270125247163,0.019021073354586165
21,0.10999390591586436,0.8466070377570551,0.0433990563270805
22,0.025942320689063283,0.96635404726509,0.007703632045846717
23,0.05651851401605962,0.9267890116811502,0.016692474302790142
24,0.07650512891923388,0.900621856469591,0.022873014611175094
25,0.013370881144411427,0.9760923144941348,0.010536804361453768
26,0.040208780686363896,0.9436153491224931,0.016175870191142982
27,0.18069535719116517,0.6272718449738577,0.19203279783497715
28,0.07764291174362152,0.8621438672031602,0.060213221053218316
29,0.06049707260601762,0.9100406297478634,0.02946229764611901
30,0.0314281212301107,0.9552847800657541,0.01328709870413518
31,0.0253143329128118,0.9607609409608707,0.013924726126317476
32,0.005703056606666235,0.991836138212172,0.0024608051811617843
33,0.0036809137622855303,0.9950021794381438,0.0013169067995706285
34,0.09450502572199938,0.8813818849043343,0.024113089373666286
35,0.015336434872909496,0.9795171142027661,0.0051464509243244
36,0.009252507436883434,0.9881682362748054,0.0025792562883111317
37,0.028660972698699376,0.9644342414327205,0.006904785868580127
38,0.05434497979698426,0.9005559962181606,0.045099023984855116
39,0.24432910303132305,0.5865729401822025,0.16909795678647443
40,0.270052680922508,0.6128033609729489,0.11714395810454314
41,0.03649036784286368,0.9558096660729859,0.007699966084150427
42,0.0319803928677732,0.949752852901364,0.018266754230862787
43,0.26193044454637027,0.0,0.7380695554536297
44,0.07829573751462218,0.8802477331837867,0.04145652930159113
45,0.028126529017279057,0.9614538307566081,0.010419640226112878
46,0.027581941599401243,0.9550872605538971,0.017330797846701614
47,0.06881563669967394,0.8908989326432226,0.040285430657103445
48,0.13431743131894852,0.8301829706296759,0.03549959805137552
49,0.13738969196223383,0.8295736152883164,0.033036692749449745
50,0.10914363511045924,0.8577914544428344,0.033064910446706314
51,0.03464360676483224,0.9510757592221811,0.014280634012986633
